ホソミオツネントンボ,,,,,,1,1,,,,,,,,,,
ミドリシジミ,,,,,,1,,,,1,,,,,,,
メスアカミドリシジミ,,,,,,,,,,1,,,,,,,
ミンミンゼミ,,,,,,,,,,1,,,,,,,
スギタニルリシジミ,,,,,,,,,,1,,,,,,,
チョウトンボ,,,,,,1,,,,,,,,,,,
ヒグラシ,,,,,,,,,,1,,,,,,,
ヒメシジミ,,,,,,,,,,,1,,,,,,
ミヤマカワトンボ,1,1,,,,,,,,,,,,,,,
ホソバセセリ,,,,,,,,,,,1,,,,,,
ツクツクボウシ,,,,,,,,,,1,,1,,,,,
タカネトンボ,,,,,,1,,,,,,,,,,,
ハラビロトンボ,,,,,,1,1,,,,,,,,,,
ホシミスジ,,,,,,,,,,,,1,,,,,
ヤマサナエ,1,1,,,,,,,,,,,,,,,
チャイロヒメハナカミキリ,,,,,,,,,,1,,,,,,,
ツマグロキチョウ,,,,,,,,,,,1,,,,,,
リスアカネ,,,,,,1,,,,,,,,,,,
セスジヒメハナカミキリ,,,,,,,,,,,1,,,,,,
ミヤマアカネ,,1,,,,,,,,,,,,,,,
ネキトンボ,,,,,,1,,,,,,,,,,,
ミルンヤンマ,1,,,,,,,,,,,,,,,,
ダビドサナエ,1,1,,,,,,,,,,,,,,,
フタオビチビハナカミキリ,,,,,,,,,,1,,,,,,,
ヒメアカネ,,,,,,1,1,,,,,,,,,,
ナガバヒメハナカミキリ,,,,,,,,,,1,,,,,,,
ミヤマクワガタ,,,,,,,,,,1,,,,,,,
ルリボシヤンマ,,,,,,1,,,,,,,,,,,
ヨツスジハナカミキリ,,,,,,,,,,1,,,,,,,
フジミドリシジミ,,,,,,,,,,1,,,,,,,
ジョウザンミドリシジミ,,,,,,,,,,1,,,,,,,
マイコアカネ,,,,,,1,,,,,,,,,,,
マガタマハンミョウ,,,,,,,,,,1,,,,,,,
ミカドアゲハ,,,,,,,,,,1,,,,,,,
ツマベニチョウ,,,,,,,,,,1,,,,,,,
モモスズメ,,,,,,,,,,1,,,,,,,
ヒメシロチョウ,,,,,,,,,,,1,,,,,,
ベニヒカゲ,,,,,,,,,,,1,,1,,,,
タテハモドキ,,,,,,,,,,,1,,,,,,
ツマジロウラジャノメ,,,,,,,,,,,,,,,,,1
ヒメハルゼミ,,,,,,,,,,1,,,,,,,
セスジイトトンボ,,1,1,,,1,,,,,,,,,,,
ニワハンミョウ,,,,,,,,,,1,,1,,,,,
ミヤマチャバネセセリ,1,,,,,,,,,1,1,,,,,,
ノコギリクワガタ,,,,,,,,,,1,,,,,,,
ヒナルリハナカミキリ,,,,,,,,,,1,,,,,,,
ハンミョウ,,,,,,,,,,,,1,,,1,1,
ビロードスズメ,,,,,,,,,,1,,,,,,,
ヒガシカワトンボ,,,1,,,,,,,,,,,,,,
