D2000001,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,523967,9804
D2000001,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,523977,9804
D2000001,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,524060,9804
D2000001,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,524061,9804
D2000001,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,524070,9804
D2000001,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,524071,9804
D2000002,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,523817,9805
D2000002,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,523910,9805
D2000002,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,523920,9805
D2000002,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,524050,9804
D2000002,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,524051,9804
D2000002,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,524051,9805
D2000002,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,524061,9804
D2000002,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,534000,9805
D2000002,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,534001,9804
D2000002,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,534001,9805
D2000003,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,523817,9805
D2000003,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,523920,9805
D2000003,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,523920,9806
D2000003,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,533865,9806
D2000003,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,533876,9805
D2000003,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,543765,9806
D2000003,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,543766,9806
D2000003,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,543776,9806
D2000004,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,523920,9806
D2000004,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,533773,9807
D2000004,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,543704,9807
D2000004,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,543714,9807
D2000004,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,543715,9807
D2000004,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,543724,9807
D2000004,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,543725,9807
D2000005,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,543724,9807
D2000005,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,543734,9807
D2000005,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,543765,9807
D2000005,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,553706,9807
D2000006,昆虫（甲虫）,0090072,1150,チャイロヒメハナカミキリ,543765,9807
D2000007,昆虫（甲虫）,0090072,1160,フタオビチビハナカミキリ,523920,9805
D2000007,昆虫（甲虫）,0090072,1160,フタオビチビハナカミキリ,523967,9804
D2000007,昆虫（甲虫）,0090072,1160,フタオビチビハナカミキリ,524050,9804
D2000007,昆虫（甲虫）,0090072,1160,フタオビチビハナカミキリ,524051,9804
D2000007,昆虫（甲虫）,0090072,1160,フタオビチビハナカミキリ,524051,9805
D2000007,昆虫（甲虫）,0090072,1160,フタオビチビハナカミキリ,524060,9804
